tournament_id,tournament_name,year,match_id,match_date,group_name,home_team_name,away_team_name,home_team_score,away_team_score,goal_diff,home_elo,away_elo,elo_gap,scoreline_component,elo_weight,cis
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-14,1986-06-05,Group C,France,Russia,1,1,0,1887.26,1875.95,11.31,0.0,0.9824,0.9824
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-15,1986-06-05,Group A,South Korea,Bulgaria,1,1,0,1706.99,1736.2,29.21,0.0,0.9545,0.9545
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-16,1986-06-06,Group C,Hungary,Canada,2,0,2,1825.4,1604.34,221.06,0.5,0.6555,0.3277
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-17,1986-06-06,Group D,Brazil,Algeria,1,0,1,1822.51,1709.0,113.51,0.25,0.8231,0.6173
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-18,1986-06-06,Group F,England,Morocco,0,0,0,1907.28,1689.94,217.34,0.0,0.6613,0.6613
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-19,1986-06-07,Group B,Mexico,Paraguay,1,1,0,1798.26,1733.24,65.02,0.0,0.8987,0.8987
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-20,1986-06-07,Group D,Northern Ireland,Spain,1,2,1,1757.13,1804.69,47.56,0.25,0.9259,0.6944
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-21,1986-06-07,Group F,Poland,Portugal,1,0,1,1726.33,1706.26,20.07,0.25,0.9687,0.7265
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-22,1986-06-08,Group B,Iraq,Belgium,1,2,1,1695.47,1724.85,29.38,0.25,0.9542,0.7157
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-23,1986-06-08,Group E,Germany,Scotland,2,1,1,1859.94,1798.37,61.57,0.25,0.904,0.678
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-24,1986-06-08,Group E,Denmark,Uruguay,6,1,5,1808.31,1791.86,16.45,1.0,0.9744,0.0
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-25,1986-06-09,Group C,Hungary,France,0,3,3,1825.4,1887.26,61.86,0.75,0.9036,0.2259
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-26,1986-06-09,Group C,Russia,Canada,2,0,2,1875.95,1604.34,271.61,0.5,0.5767,0.2883
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-27,1986-06-10,Group A,Argentina,Bulgaria,2,0,2,1777.23,1736.2,41.03,0.5,0.9361,0.468
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-28,1986-06-10,Group A,South Korea,Italy,2,3,1,1706.99,1790.94,83.95,0.25,0.8692,0.6519
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-29,1986-06-11,Group B,Iraq,Mexico,0,1,1,1695.47,1798.26,102.79,0.25,0.8398,0.6299
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-30,1986-06-11,Group B,Paraguay,Belgium,2,2,0,1733.24,1724.85,8.39,0.0,0.9869,0.9869
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-31,1986-06-11,Group F,England,Poland,3,0,3,1907.28,1726.33,180.95,0.75,0.718,0.1795
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-32,1986-06-11,Group F,Portugal,Morocco,1,3,2,1706.26,1689.94,16.32,0.5,0.9746,0.4873
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-33,1986-06-12,Group D,Algeria,Spain,0,3,3,1709.0,1804.69,95.69,0.75,0.8509,0.2127
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-34,1986-06-12,Group D,Northern Ireland,Brazil,0,3,3,1757.13,1822.51,65.38,0.75,0.8981,0.2245
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-35,1986-06-13,Group E,Denmark,Germany,2,0,2,1808.31,1859.94,51.63,0.5,0.9195,0.4598
WC-1986,1986 FIFA Men's World Cup,1986,M-1986-36,1986-06-13,Group E,Scotland,Uruguay,0,0,0,1798.37,1791.86,6.51,0.0,0.9899,0.9899
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-01,1990-06-08,Group B,Argentina,Cameroon,0,1,1,1736.3,1696.43,39.87,0.25,0.9379,0.7034
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-02,1990-06-09,Group B,Russia,Romania,0,2,2,1883.3,1823.65,59.65,0.5,0.907,0.4535
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-03,1990-06-09,Group D,United Arab Emirates,Colombia,0,2,2,1566.45,1727.38,160.93,0.5,0.7492,0.3746
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-04,1990-06-09,Group A,Italy,Austria,1,0,1,1887.36,1695.15,192.21,0.25,0.7004,0.5253
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-05,1990-06-10,Group A,United States,Czechoslovakia,1,5,4,1561.73,1784.42,222.69,1.0,0.6529,0.0
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-06,1990-06-10,Group C,Brazil,Sweden,2,1,1,1925.58,1880.62,44.96,0.25,0.9299,0.6974
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-07,1990-06-10,Group D,Germany,Yugoslavia,4,1,3,1916.56,1803.75,112.81,0.75,0.8242,0.206
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-08,1990-06-11,Group C,Costa Rica,Scotland,1,0,1,1584.86,1668.84,83.98,0.25,0.8691,0.6518
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-09,1990-06-11,Group F,England,Republic of Ireland,1,1,0,1868.52,1808.06,60.46,0.0,0.9058,0.9058
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-10,1990-06-12,Group E,Belgium,South Korea,2,0,2,1770.18,1806.67,36.49,0.5,0.9431,0.4716
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-11,1990-06-12,Group F,Netherlands,Egypt,1,1,0,1952.2,1672.11,280.09,0.0,0.5635,0.5635
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-12,1990-06-13,Group E,Uruguay,Spain,0,0,0,1830.66,1849.52,18.86,0.0,0.9706,0.9706
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-13,1990-06-13,Group B,Argentina,Russia,2,0,2,1736.3,1883.3,147.0,0.5,0.7709,0.3854
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-14,1990-06-14,Group B,Cameroon,Romania,2,1,1,1696.43,1823.65,127.22,0.25,0.8017,0.6013
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-15,1990-06-14,Group D,Yugoslavia,Colombia,1,0,1,1803.75,1727.38,76.37,0.25,0.881,0.6607
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-16,1990-06-14,Group A,Italy,United States,1,0,1,1887.36,1561.73,325.63,0.25,0.5,0.375
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-17,1990-06-15,Group A,Austria,Czechoslovakia,0,1,1,1695.15,1784.42,89.27,0.25,0.8609,0.6457
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-18,1990-06-15,Group D,Germany,United Arab Emirates,5,1,4,1916.56,1566.45,350.11,1.0,0.5,0.0
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-19,1990-06-16,Group C,Brazil,Costa Rica,1,0,1,1925.58,1584.86,340.72,0.25,0.5,0.375
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-20,1990-06-16,Group C,Sweden,Scotland,1,2,1,1880.62,1668.84,211.78,0.25,0.6699,0.5025
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-21,1990-06-16,Group F,England,Netherlands,0,0,0,1868.52,1952.2,83.68,0.0,0.8696,0.8696
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-22,1990-06-17,Group F,Republic of Ireland,Egypt,0,0,0,1808.06,1672.11,135.95,0.0,0.7881,0.7881
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-23,1990-06-17,Group E,Belgium,Uruguay,3,1,2,1770.18,1830.66,60.48,0.5,0.9057,0.4529
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-24,1990-06-17,Group E,South Korea,Spain,1,3,2,1806.67,1849.52,42.85,0.5,0.9332,0.4666
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-25,1990-06-18,Group B,Argentina,Romania,1,1,0,1736.3,1823.65,87.35,0.0,0.8639,0.8639
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-26,1990-06-18,Group B,Cameroon,Russia,0,4,4,1696.43,1883.3,186.87,1.0,0.7088,0.0
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-27,1990-06-19,Group D,Germany,Colombia,1,1,0,1916.56,1727.38,189.18,0.0,0.7052,0.7052
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-28,1990-06-19,Group D,Yugoslavia,United Arab Emirates,4,1,3,1803.75,1566.45,237.3,0.75,0.6302,0.1575
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-29,1990-06-19,Group A,Austria,United States,2,1,1,1695.15,1561.73,133.42,0.25,0.7921,0.594
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-30,1990-06-19,Group A,Italy,Czechoslovakia,2,0,2,1887.36,1784.42,102.94,0.5,0.8396,0.4198
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-31,1990-06-20,Group C,Brazil,Scotland,1,0,1,1925.58,1668.84,256.74,0.25,0.5999,0.4499
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-32,1990-06-20,Group C,Sweden,Costa Rica,1,2,1,1880.62,1584.86,295.76,0.25,0.5391,0.4043
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-33,1990-06-21,Group E,Belgium,Spain,1,2,1,1770.18,1849.52,79.34,0.25,0.8763,0.6573
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-34,1990-06-21,Group E,South Korea,Uruguay,0,1,1,1806.67,1830.66,23.99,0.25,0.9626,0.722
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-35,1990-06-21,Group F,England,Egypt,1,0,1,1868.52,1672.11,196.41,0.25,0.6939,0.5204
WC-1990,1990 FIFA Men's World Cup,1990,M-1990-36,1990-06-21,Group F,Republic of Ireland,Netherlands,1,1,0,1808.06,1952.2,144.14,0.0,0.7754,0.7754
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-01,1994-06-17,Group C,Germany,Bolivia,1,0,1,1960.78,1635.09,325.69,0.25,0.5,0.375
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-02,1994-06-17,Group C,Spain,South Korea,2,2,0,1837.31,1739.32,97.99,0.0,0.8473,0.8473
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-03,1994-06-18,Group A,United States,Switzerland,1,1,0,1603.1,1822.03,218.93,0.0,0.6588,0.6588
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-04,1994-06-18,Group E,Italy,Republic of Ireland,0,1,1,1928.36,1800.18,128.18,0.25,0.8002,0.6002
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-05,1994-06-18,Group A,Colombia,Romania,1,3,2,1898.95,1823.9,75.05,0.5,0.883,0.4415
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-06,1994-06-19,Group F,Belgium,Morocco,1,0,1,1770.98,1729.7,41.28,0.25,0.9357,0.7017
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-07,1994-06-19,Group E,Norway,Mexico,1,0,1,1822.9,1830.81,7.91,0.25,0.9877,0.7408
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-08,1994-06-19,Group B,Cameroon,Sweden,2,2,0,1739.82,1863.28,123.46,0.0,0.8076,0.8076
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-09,1994-06-20,Group B,Brazil,Russia,2,0,2,1907.59,1820.44,87.15,0.5,0.8642,0.4321
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-10,1994-06-20,Group F,Netherlands,Saudi Arabia,2,1,1,1941.96,1712.75,229.21,0.25,0.6428,0.4821
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-11,1994-06-21,Group D,Argentina,Greece,4,0,4,1876.83,1655.18,221.65,1.0,0.6546,0.0
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-12,1994-06-21,Group C,Germany,Spain,1,1,0,1960.78,1837.31,123.47,0.0,0.8076,0.8076
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-13,1994-06-21,Group D,Nigeria,Bulgaria,3,0,3,1814.01,1738.47,75.54,0.75,0.8823,0.2206
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-14,1994-06-22,Group A,Romania,Switzerland,1,4,3,1823.9,1822.03,1.87,0.75,0.9971,0.2493
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-15,1994-06-22,Group A,United States,Colombia,2,1,1,1603.1,1898.95,295.85,0.25,0.5389,0.4042
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-16,1994-06-23,Group E,Italy,Norway,1,0,1,1928.36,1822.9,105.46,0.25,0.8356,0.6267
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-17,1994-06-23,Group C,South Korea,Bolivia,0,0,0,1739.32,1635.09,104.23,0.0,0.8376,0.8376
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-18,1994-06-24,Group E,Mexico,Republic of Ireland,2,1,1,1830.81,1800.18,30.63,0.25,0.9523,0.7142
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-19,1994-06-24,Group B,Brazil,Cameroon,3,0,3,1907.59,1739.82,167.77,0.75,0.7385,0.1846
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-20,1994-06-24,Group B,Sweden,Russia,3,1,2,1863.28,1820.44,42.84,0.5,0.9332,0.4666
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-21,1994-06-25,Group F,Belgium,Netherlands,1,0,1,1770.98,1941.96,170.98,0.25,0.7335,0.5501
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-22,1994-06-25,Group F,Saudi Arabia,Morocco,2,1,1,1712.75,1729.7,16.95,0.25,0.9736,0.7302
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-23,1994-06-25,Group D,Argentina,Nigeria,2,1,1,1876.83,1814.01,62.82,0.25,0.9021,0.6766
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-24,1994-06-26,Group D,Bulgaria,Greece,4,0,4,1738.47,1655.18,83.29,1.0,0.8702,0.0
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-25,1994-06-26,Group A,Switzerland,Colombia,0,2,2,1822.03,1898.95,76.92,0.5,0.8801,0.4401
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-26,1994-06-26,Group A,United States,Romania,0,1,1,1603.1,1823.9,220.8,0.25,0.6559,0.4919
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-27,1994-06-27,Group C,Bolivia,Spain,1,3,2,1635.09,1837.31,202.22,0.5,0.6848,0.3424
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-28,1994-06-27,Group C,Germany,South Korea,3,2,1,1960.78,1739.32,221.46,0.25,0.6549,0.4911
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-29,1994-06-28,Group E,Italy,Mexico,1,1,0,1928.36,1830.81,97.55,0.0,0.848,0.848
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-30,1994-06-28,Group E,Republic of Ireland,Norway,0,0,0,1800.18,1822.9,22.72,0.0,0.9646,0.9646
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-31,1994-06-28,Group B,Russia,Cameroon,6,1,5,1820.44,1739.82,80.62,1.0,0.8744,0.0
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-32,1994-06-28,Group B,Brazil,Sweden,1,1,0,1907.59,1863.28,44.31,0.0,0.9309,0.9309
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-33,1994-06-29,Group F,Belgium,Saudi Arabia,0,1,1,1770.98,1712.75,58.23,0.25,0.9092,0.6819
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-34,1994-06-29,Group F,Morocco,Netherlands,1,2,1,1729.7,1941.96,212.26,0.25,0.6692,0.5019
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-35,1994-06-30,Group D,Argentina,Bulgaria,0,2,2,1876.83,1738.47,138.36,0.5,0.7844,0.3922
WC-1994,1994 FIFA Men's World Cup,1994,M-1994-36,1994-06-30,Group D,Greece,Nigeria,0,2,2,1655.18,1814.01,158.83,0.5,0.7525,0.3762
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-01,1998-06-10,Group A,Brazil,Scotland,2,1,1,2102.31,1754.27,348.04,0.25,0.5,0.375
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-02,1998-06-10,Group A,Morocco,Norway,2,2,0,1788.85,1893.42,104.57,0.0,0.837,0.837
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-03,1998-06-11,Group B,Italy,Chile,2,2,0,1920.07,1774.75,145.32,0.0,0.7735,0.7735
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-04,1998-06-11,Group B,Cameroon,Austria,1,1,0,1684.16,1702.85,18.69,0.0,0.9709,0.9709
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-05,1998-06-12,Group D,Paraguay,Bulgaria,0,0,0,1706.34,1785.2,78.86,0.0,0.8771,0.8771
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-06,1998-06-12,Group C,Saudi Arabia,Denmark,0,1,1,1715.99,1832.06,116.07,0.25,0.8191,0.6143
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-07,1998-06-12,Group C,France,South Africa,3,0,3,1953.98,1686.55,267.43,0.75,0.5832,0.1458
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-08,1998-06-13,Group D,Spain,Nigeria,2,3,1,1971.37,1747.38,223.99,0.25,0.6509,0.4882
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-09,1998-06-13,Group E,South Korea,Mexico,1,3,2,1806.98,1854.7,47.72,0.5,0.9256,0.4628
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-10,1998-06-13,Group E,Netherlands,Belgium,0,0,0,1921.99,1790.1,131.89,0.0,0.7944,0.7944
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-11,1998-06-14,Group H,Argentina,Japan,1,0,1,1852.9,1755.24,97.66,0.25,0.8478,0.6358
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-12,1998-06-14,Group F,Yugoslavia,Iran,1,0,1,,1724.87,,0.25,,
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-13,1998-06-14,Group H,Jamaica,Croatia,1,3,2,1714.11,1822.26,108.15,0.5,0.8314,0.4157
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-14,1998-06-15,Group G,England,Tunisia,2,0,2,1938.64,1700.9,237.74,0.5,0.6295,0.3147
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-15,1998-06-15,Group G,Romania,Colombia,1,0,1,1841.78,1738.65,103.13,0.25,0.8393,0.6295
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-16,1998-06-15,Group F,Germany,United States,2,0,2,2013.68,1766.32,247.36,0.5,0.6145,0.3072
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-17,1998-06-16,Group A,Scotland,Norway,1,1,0,1754.27,1893.42,139.15,0.0,0.7831,0.7831
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-18,1998-06-16,Group A,Brazil,Morocco,3,0,3,2102.31,1788.85,313.46,0.75,0.5115,0.1279
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-19,1998-06-17,Group B,Chile,Austria,1,1,0,1774.75,1702.85,71.9,0.0,0.8879,0.8879
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-20,1998-06-17,Group B,Italy,Cameroon,3,0,3,1920.07,1684.16,235.91,0.75,0.6323,0.1581
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-21,1998-06-18,Group C,South Africa,Denmark,1,1,0,1686.55,1832.06,145.51,0.0,0.7732,0.7732
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-22,1998-06-18,Group C,France,Saudi Arabia,4,0,4,1953.98,1715.99,237.99,1.0,0.6291,0.0
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-23,1998-06-19,Group D,Nigeria,Bulgaria,1,0,1,1747.38,1785.2,37.82,0.25,0.9411,0.7058
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-24,1998-06-19,Group D,Spain,Paraguay,0,0,0,1971.37,1706.34,265.03,0.0,0.5869,0.5869
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-25,1998-06-20,Group H,Japan,Croatia,0,1,1,1755.24,1822.26,67.02,0.25,0.8955,0.6717
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-26,1998-06-20,Group E,Belgium,Mexico,2,2,0,1790.1,1854.7,64.6,0.0,0.8993,0.8993
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-27,1998-06-20,Group E,Netherlands,South Korea,5,0,5,1921.99,1806.98,115.01,1.0,0.8208,0.0
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-28,1998-06-21,Group F,Germany,Yugoslavia,2,2,0,2013.68,,,0.0,,
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-29,1998-06-21,Group H,Argentina,Jamaica,5,0,5,1852.9,1714.11,138.79,1.0,0.7837,0.0
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-30,1998-06-21,Group F,United States,Iran,1,2,1,1766.32,1724.87,41.45,0.25,0.9354,0.7015
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-31,1998-06-22,Group G,Colombia,Tunisia,1,0,1,1738.65,1700.9,37.75,0.25,0.9412,0.7059
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-32,1998-06-22,Group G,Romania,England,2,1,1,1841.78,1938.64,96.86,0.25,0.849,0.6368
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-33,1998-06-23,Group B,Chile,Cameroon,1,1,0,1774.75,1684.16,90.59,0.0,0.8588,0.8588
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-34,1998-06-23,Group B,Italy,Austria,2,1,1,1920.07,1702.85,217.22,0.25,0.6615,0.4961
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-35,1998-06-23,Group A,Brazil,Norway,1,2,1,2102.31,1893.42,208.89,0.25,0.6744,0.5058
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-36,1998-06-23,Group A,Scotland,Morocco,0,3,3,1754.27,1788.85,34.58,0.75,0.9461,0.2365
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-37,1998-06-24,Group C,France,Denmark,2,1,1,1953.98,1832.06,121.92,0.25,0.81,0.6075
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-38,1998-06-24,Group C,South Africa,Saudi Arabia,2,2,0,1686.55,1715.99,29.44,0.0,0.9541,0.9541
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-39,1998-06-24,Group D,Nigeria,Paraguay,1,3,2,1747.38,1706.34,41.04,0.5,0.936,0.468
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-40,1998-06-24,Group D,Spain,Bulgaria,6,1,5,1971.37,1785.2,186.17,1.0,0.7099,0.0
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-41,1998-06-25,Group E,Belgium,South Korea,1,1,0,1790.1,1806.98,16.88,0.0,0.9737,0.9737
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-42,1998-06-25,Group E,Netherlands,Mexico,2,2,0,1921.99,1854.7,67.29,0.0,0.8951,0.8951
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-43,1998-06-25,Group F,Germany,Iran,2,0,2,2013.68,1724.87,288.81,0.5,0.5499,0.2749
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-44,1998-06-25,Group F,United States,Yugoslavia,0,1,1,1766.32,,,0.25,,
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-45,1998-06-26,Group H,Argentina,Croatia,1,0,1,1852.9,1822.26,30.64,0.25,0.9522,0.7142
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-46,1998-06-26,Group H,Japan,Jamaica,1,2,1,1755.24,1714.11,41.13,0.25,0.9359,0.7019
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-47,1998-06-26,Group G,Colombia,England,0,2,2,1738.65,1938.64,199.99,0.5,0.6883,0.3442
WC-1998,1998 FIFA Men's World Cup,1998,M-1998-48,1998-06-26,Group G,Romania,Tunisia,1,1,0,1841.78,1700.9,140.88,0.0,0.7804,0.7804
